20.000,0
20.020,0
20.040,0
20.060,1
20.080,1
20.100,1
20.120,1
20.140,2
20.160,2
20.180,2
20.200,2
20.220,1
20.240,1
20.260,1
20.280,1
20.300,1
20.320,1
20.340,1
20.360,1
20.380,2
20.400,3
20.420,2
20.440,2
20.460,1
20.480,0
20.500,0
20.520,0
20.540,1
20.560,2
20.580,3
20.600,2
20.620,2
20.640,1
20.660,0
20.680,0
20.700,0
20.720,0
20.740,0
20.760,0
20.780,0
20.800,0
20.820,0
20.840,0
20.860,0
20.880,1
20.900,1
20.920,0
20.940,0
20.960,0
20.980,1
21.000,1
21.020,0
21.040,0
21.060,0
21.080,2
21.100,4
21.120,4
21.140,3
21.160,2
21.180,2
21.200,1
21.220,0
21.240,0
21.260,0
21.280,0
21.300,0
21.320,1
21.340,2
21.360,2
21.380,1
21.400,0
21.420,0
21.440,1
21.460,2
21.480,1
21.500,0
21.520,0
21.540,0
21.560,0
21.580,1
21.600,3
21.620,3
21.640,3
21.660,2
21.680,3
21.700,4
21.720,4
21.740,5
21.760,7
21.780,8
21.800,7
21.820,5
21.840,3
21.860,2
21.880,2
21.900,2
21.920,2
21.940,2
21.960,2
21.980,2
22.000,2
22.020,2
22.040,2
22.060,3
22.080,4
22.100,5
22.120,6
22.140,6
22.160,5
22.180,5
22.200,6
22.220,7
22.240,7
22.260,8
22.280,8
22.300,7
22.320,6
22.340,6
22.360,5
22.380,4
22.400,5
22.420,7
22.440,8
22.460,7
22.480,6
22.500,5
22.520,6
22.540,8
22.560,8
22.580,8
22.600,8
22.620,8
22.640,8
22.660,9
22.680,10
22.700,11
22.720,13
22.740,15
22.760,15
22.780,14
22.800,14
22.820,14
22.840,14
22.860,14
22.880,13
22.900,13
22.920,13
22.940,12
22.960,10
22.980,8
23.000,8
23.020,8
23.040,8
23.060,8
23.080,8
23.100,8
23.120,7
23.140,8
23.160,8
23.180,8
23.200,8
23.220,8
23.240,9
23.260,10
23.280,12
23.300,14
23.320,15
23.340,15
23.360,13
23.380,11
23.400,10
23.420,10
23.440,10
23.460,10
23.480,10
23.500,10
23.520,10
23.540,11
23.560,12
23.580,12
23.600,13
23.620,13
23.640,13
23.660,13
23.680,14
23.700,14
23.720,13
23.740,14
23.760,16
23.780,18
23.800,17
23.820,16
23.840,17
23.860,20
23.880,21
23.900,21
23.920,21
23.940,21
23.960,20
23.980,19
24.000,19
24.020,21
24.040,24
24.060,26
24.080,27
24.100,26
24.120,24
24.140,23
24.160,23
24.180,24
24.200,25
24.220,27
24.240,27
24.260,27
24.280,27
24.300,26
24.320,26
24.340,27
24.360,27
24.380,28
24.400,30
24.420,32
24.440,33
24.460,33
24.480,32
24.500,32
24.520,31
24.540,31
24.560,33
24.580,34
24.600,34
24.620,32
24.640,31
24.660,32
24.680,35
24.700,37
24.720,40
24.740,44
24.760,47
24.780,49
24.800,52
24.820,53
24.840,52
24.860,50
24.880,50
24.900,52
24.920,54
24.940,54
24.960,53
24.980,53
25.000,55
25.020,58
25.040,60
25.060,61
25.080,62
25.100,61
25.120,60
25.140,61
25.160,63
25.180,65
25.200,65
25.220,65
25.240,65
25.260,64
25.280,62
25.300,61
25.320,61
25.340,63
25.360,66
25.380,68
25.400,69
25.420,72
25.440,75
25.460,76
25.480,75
25.500,72
25.520,70
25.540,70
25.560,72
25.580,74
25.600,75
25.620,75
25.640,75
25.660,75
25.680,77
25.700,80
25.720,83
25.740,84
25.760,83
25.780,81
25.800,77
25.820,73
25.840,69
25.860,67
25.880,67
25.900,68
25.920,68
25.940,66
25.960,64
25.980,63
26.000,64
26.020,65
26.040,65
26.060,64
26.080,64
26.100,64
26.120,63
26.140,61
26.160,59
26.180,57
26.200,55
26.220,53
26.240,52
26.260,53
26.280,52
26.300,49
26.320,47
26.340,46
26.360,44
26.380,41
26.400,40
26.420,40
26.440,42
26.460,45
26.480,46
26.500,45
26.520,43
26.540,42
26.560,42
26.580,42
26.600,41
26.620,40
26.640,39
26.660,36
26.680,33
26.700,30
26.720,27
26.740,26
26.760,26
26.780,27
26.800,27
26.820,27
26.840,28
26.860,27
26.880,24
26.900,23
26.920,23
26.940,24
26.960,25
26.980,24
27.000,24
27.020,25
27.040,25
27.060,23
27.080,20
27.100,18
27.120,17
27.140,18
27.160,18
27.180,17
27.200,16
27.220,17
27.240,17
27.260,18
27.280,20
27.300,20
27.320,19
27.340,18
27.360,16
27.380,13
27.400,12
27.420,13
27.440,14
27.460,13
27.480,13
27.500,13
27.520,13
27.540,14
27.560,15
27.580,15
27.600,14
27.620,12
27.640,11
27.660,10
27.680,11
27.700,11
27.720,10
27.740,10
27.760,11
27.780,11
27.800,10
27.820,9
27.840,9
27.860,11
27.880,12
27.900,12
27.920,13
27.940,14
27.960,14
27.980,13
28.000,10
28.020,9
28.040,10
28.060,10
28.080,9
28.100,8
28.120,8
28.140,8
28.160,8
28.180,9
28.200,9
28.220,8
28.240,7
28.260,8
28.280,10
28.300,11
28.320,11
28.340,10
28.360,10
28.380,9
28.400,9
28.420,8
28.440,8
28.460,10
28.480,10
28.500,9
28.520,9
28.540,10
28.560,11
28.580,11
28.600,10
28.620,9
28.640,7
28.660,7
28.680,7
28.700,7
28.720,9
28.740,10
28.760,10
28.780,9
28.800,8
28.820,7
28.840,7
28.860,7
28.880,7
28.900,7
28.920,8
28.940,10
28.960,10
28.980,9
29.000,9
29.020,10
29.040,12
29.060,13
29.080,12
29.100,10
29.120,9
29.140,10
29.160,10
29.180,11
29.200,12
29.220,13
29.240,13
29.260,11
29.280,9
29.300,8
29.320,8
29.340,9
29.360,10
29.380,10
29.400,11
29.420,12
29.440,12
29.460,13
29.480,13
29.500,12
29.520,11
29.540,10
29.560,10
29.580,12
29.600,13
29.620,14
29.640,14
29.660,14
29.680,13
29.700,11
29.720,11
29.740,11
29.760,10
29.780,11
29.800,12
29.820,11
29.840,10
29.860,9
29.880,10
29.900,12
29.920,12
29.940,11
29.960,11
29.980,11
30.000,12
30.020,14
30.040,14
30.060,14
30.080,15
30.100,17
30.120,17
30.140,15
30.160,13
30.180,12
30.200,12
30.220,12
30.240,13
30.260,13
30.280,14
30.300,14
30.320,14
30.340,14
30.360,13
30.380,13
30.400,12
30.420,11
30.440,11
30.460,12
30.480,14
30.500,16
30.520,17
30.540,16
30.560,14
30.580,14
30.600,14
30.620,14
30.640,14
30.660,15
30.680,18
30.700,22
30.720,24
30.740,25
30.760,24
30.780,23
30.800,23
30.820,25
30.840,26
30.860,26
30.880,26
30.900,26
30.920,25
30.940,23
30.960,19
30.980,15
31.000,13
31.020,13
31.040,15
31.060,17
31.080,17
31.100,16
31.120,13
31.140,12
31.160,13
31.180,14
31.200,17
31.220,17
31.240,16
31.260,15
31.280,14
31.300,14
31.320,13
31.340,13
31.360,13
31.380,15
31.400,17
31.420,18
31.440,18
31.460,18
31.480,17
31.500,16
31.520,14
31.540,12
31.560,12
31.580,12
31.600,12
31.620,12
31.640,12
31.660,12
31.680,12
31.700,13
31.720,15
31.740,17
31.760,17
31.780,16
31.800,14
31.820,13
31.840,13
31.860,15
31.880,16
31.900,16
31.920,14
31.940,13
31.960,13
31.980,14
32.000,13
32.020,12
32.040,12
32.060,12
32.080,11
32.100,11
32.120,13
32.140,14
32.160,13
32.180,14
32.200,16
32.220,17
32.240,16
32.260,13
